symbol,name,lastsale,netchange,pctchange,marketCap,country,ipoyear,volume,sector,industry,url
AFGE,American Financial Group Inc. 4.500% Subordinated Debentures due 2060,$19.0301,0.1901,1.009%,1595996864.00,United States,2020,8096,Finance,Property-Casualty Insurers,/market-activity/stocks/afge
AFJK,Aimei Health Technology Co. Ltd Ordinary Share,$10.30,0.00,0.00%,0.00,United States,2024,33,,,/market-activity/stocks/afjk
AFL,AFLAC Incorporated Common Stock,$87.48,1.18,1.367%,49708099664.00,United States,,1964533,Finance,Accident &Health Insurance,/market-activity/stocks/afl
AFMD,Affimed N.V.,$5.34,0.10,1.908%,81314652.00,Germany,2014,23942,Health Care,Biotechnology: Pharmaceutical Preparations,/market-activity/stocks/afmd
AFRI,Forafric Global PLC Ordinary Shares,$10.60,0.11,1.049%,284919541.00,Gibraltar,,7150,Consumer Staples,Packaged Foods,/market-activity/stocks/afri
AFRIW,Forafric Global PLC Warrants,$1.21,-0.01,-0.82%,32523834.00,Gibraltar,,250,Consumer Staples,Packaged Foods,/market-activity/stocks/afriw
AFRM,Affirm Holdings Inc. Class A Common Stock,$32.30,-1.14,-3.409%,9984725840.00,United States,2021,5803775,Finance,Finance: Consumer Services,/market-activity/stocks/afrm
AFT,Apollo Senior Floating Rate Fund Inc. Common Stock,$14.86,0.08,0.541%,0.00,,2011,102795,Finance,Investment Managers,/market-activity/stocks/aft
AFYA,Afya Limited Class A Common Shares,$19.03,0.37,1.983%,1711736188.00,Brazil,2019,210842,Real Estate,Other Consumer Services,/market-activity/stocks/afya
AG,First Majestic Silver Corp. Ordinary Shares (Canada),$7.46,0.18,2.473%,2142702402.00,Canada,,8723714,Basic Materials,Precious Metals,/market-activity/stocks/ag
AGAE,Allied Gaming & Entertainment Inc. Common Stock,$0.7856,0.0081,1.042%,34672995.00,United States,2017,13442,Consumer Discretionary,Services-Misc. Amusement & Recreation,/market-activity/stocks/agae
AGBA,AGBA Group Holding Limited Ordinary Share,$2.75,-0.62,-18.398%,204576232.00,Hong Kong,2019,2254311,Finance,Investment Managers,/market-activity/stocks/agba
AGBAW,AGBA Group Holding Limited Warrant,$0.2086,-0.0309,-12.902%,15518037.00,Hong Kong,2019,132356,Finance,Investment Managers,/market-activity/stocks/agbaw
AGCO,AGCO Corporation Common Stock,$118.04,0.76,0.648%,8808085898.00,United States,,616895,Industrials,Industrial Machinery/Components,/market-activity/stocks/agco
AGD,abrdn Global Dynamic Dividend Fund Common Shares of Beneficial Interest,$9.79,0.10,1.032%,0.00,United States,2006,83141,Finance,Trusts Except Educational Religious and Charitable,/market-activity/stocks/agd
AGEN,Agenus Inc. Common Stock,$10.78,0.08,0.748%,226372034.00,United States,2000,355958,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),/market-activity/stocks/agen
AGFY,Agrify Corporation Common Stock,$0.299,-0.0013,-0.433%,4105086.00,United States,2021,180871,Consumer Staples,Farming/Seeds/Milling,/market-activity/stocks/agfy
AGI,Alamos Gold Inc. Class A Common Shares,$16.13,0.35,2.218%,6399913633.00,Canada,2015,2070981,Basic Materials,Precious Metals,/market-activity/stocks/agi
AGIO,Agios Pharmaceuticals Inc. Common Stock,$35.18,1.04,3.046%,1997272944.00,United States,2013,524742,Health Care,Biotechnology: Pharmaceutical Preparations,/market-activity/stocks/agio
AGL,agilon health inc. Common Stock,$5.30,-0.20,-3.636%,2179686528.00,United States,2021,2104341,Health Care,Misc Health and Biotechnology Services,/market-activity/stocks/agl
AGM,Federal Agricultural Mortgage Corporation Common Stock,$182.41,1.57,0.868%,1984774207.00,United States,,46270,Finance,Finance Companies,/market-activity/stocks/agm
AGM^C,Federal Agricultural Mortgage Corporation Preferred Series C Fixed to Fltg,$25.27,0.00,0.00%,,United States,,56,,,/market-activity/stocks/agm^c
AGM^D,Federal Agricultural Mortgage Corporation 5.700% Non-Cumulative Preferred Stock Series D,$22.65,0.21,0.936%,,United States,,5963,,,/market-activity/stocks/agm^d
AGM^E,Federal Agricultural Mortgage Corporation 5.750% Non-Cumulative Preferred Stock Series E,$23.15,-0.10,-0.43%,,United States,,1952,,,/market-activity/stocks/agm^e
AGM^F,Federal Agricultural Mortgage Corporation 5.250% Non-Cumulative Preferred Stock Series F,$21.09,-0.05,-0.237%,,United States,,3749,,,/market-activity/stocks/agm^f
AGM^G,Federal Agricultural Mortgage Corporation 4.875% Non-Cumulative Preferred Stock Series G,$19.6899,0.2899,1.494%,,United States,,5367,,,/market-activity/stocks/agm^g
AGMH,AGM Group Holdings Inc. Class A Ordinary Shares,$1.07,0.00,0.00%,28199681.00,Hong Kong,2018,151820,Technology,EDP Services,/market-activity/stocks/agmh
AGNC,AGNC Investment Corp. Common Stock,$9.87,0.11,1.127%,7174791372.00,United States,2008,13169636,Real Estate,Real Estate Investment Trusts,/market-activity/stocks/agnc
AGNCL,AGNC Investment Corp. Depositary Shares Each Representing a 1/1000th Interest in a Share of 7.75% Series G Fixed-Rate Reset Cumulative Redeemable Preferred Stock,$23.40,0.145,0.624%,161460.00,United States,,21290,Real Estate,Real Estate Investment Trusts,/market-activity/stocks/agncl
AGNCM,AGNC Investment Corp. Depositary Shares rep 6.875% Series D Fixed-to-Floating Cumulative Redeemable Preferred Stock,$24.99,-0.01,-0.04%,11941021680.00,United States,,15788,Real Estate,Real Estate Investment Trusts,/market-activity/stocks/agncm
AGNCN,AGNC Investment Corp. Depositary Shares Each Representing a 1/1000th Interest in a Share of 7.00% Series C Fixed-To-Floating Rate Cumulative Redeemable Preferred Stock,$25.80,0.18,0.703%,12328065600.00,United States,,6222,Real Estate,Real Estate Investment Trusts,/market-activity/stocks/agncn
AGNCO,AGNC Investment Corp. Depositary Shares each representing a 1/1000th interest in a share of 6.50% Series E Fixed-to-Floating Cumulative Redeemable Preferred Stock,$24.83,0.08,0.323%,399763.00,United States,,33913,Real Estate,Real Estate Investment Trusts,/market-activity/stocks/agnco
AGNCP,AGNC Investment Corp. Depositary Shares Each Representing a 1/1000th Interest in a Share of 6.125% Series F Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,$24.03,0.18,0.755%,552690.00,United States,,109072,Real Estate,Real Estate Investment Trusts,/market-activity/stocks/agncp
AGO,Assured Guaranty Ltd. Common Stock,$77.43,-0.13,-0.168%,4215513902.00,Bermuda,2004,302372,Finance,Property-Casualty Insurers,/market-activity/stocks/ago
AGR,Avangrid Inc. Common Stock,$37.55,0.39,1.05%,14528330063.00,United States,2015,536772,Utilities,Electric Utilities: Central,/market-activity/stocks/agr
AGRI,AgriFORCE  Growing Systems Ltd. Common Shares,$0.106,0.0131,14.101%,2392837.00,Canada,2021,6594430,Industrials,Metal Fabrications,/market-activity/stocks/agri
AGRIW,AgriFORCE  Growing Systems Ltd. Warrant,$0.006,-0.0039,-39.394%,135444.00,Canada,2021,6856,Industrials,Metal Fabrications,/market-activity/stocks/agriw
AGRO,Adecoagro S.A. Common Shares,$10.87,0.12,1.116%,1131945417.00,Luxembourg,2011,455482,Consumer Staples,Farming/Seeds/Milling,/market-activity/stocks/agro
AGS,PlayAGS Inc. Common Stock,$11.44,-0.01,-0.087%,451360018.00,United States,2018,795800,Consumer Discretionary,Miscellaneous manufacturing industries,/market-activity/stocks/ags
AGX,Argan Inc. Common Stock,$67.62,0.00,0.00%,895296982.00,United States,,84879,Consumer Discretionary,Engineering & Construction,/market-activity/stocks/agx
AGYS,Agilysys Inc. Common Stock (DE),$96.18,4.02,4.362%,2631147785.00,United States,,284817,Technology,EDP Services,/market-activity/stocks/agys
AHCO,AdaptHealth Corp. Common Stock,$9.84,0.01,0.102%,1310706932.00,United States,2018,692779,Health Care,Medical/Nursing Services,/market-activity/stocks/ahco
AHG,Akso Health Group ADS,$0.6599,-0.0035,-0.528%,70753039.00,China,2017,4102,Consumer Discretionary,Business Services,/market-activity/stocks/ahg
AHH,Armada Hoffler Properties Inc. Common Stock,$11.70,0.14,1.211%,784759377.00,United States,2013,293909,Finance,Real Estate,/market-activity/stocks/ahh
AHH^A,Armada Hoffler Properties Inc. 6.75% Series A Cumulative Redeemable Perpetual Preferred Stock,$22.83,0.3298,1.466%,,United States,,1634,,,/market-activity/stocks/ahh^a
AHL^C,Aspen Insurance Holdings Limited 5.95% Fixed-to-Floating Rate Perpetual Non-Cumulative Preference Shares,$25.82,0.05,0.194%,,Bermuda,,8741,,,/market-activity/stocks/ahl^c
AHL^D,Aspen Insurance Holdings Limited 5.625% Perpetual Non-Cumulative Preference Shares,$20.26,0.46,2.323%,,Bermuda,,5823,,,/market-activity/stocks/ahl^d
AHL^E,Aspen Insurance Holdings Limited Depositary Shares each representing a 1/1000th interest in a share of 5.625% Perpetual Non-Cumulative Preference Shares,$20.18,0.56,2.854%,,Bermuda,,19945,,,/market-activity/stocks/ahl^e
AHR,American Healthcare REIT Inc. Common Stock,$14.55,0.55,3.929%,1914750420.00,,2024,1506540,Real Estate,Real Estate Investment Trusts,/market-activity/stocks/ahr
AHT,Ashford Hospitality Trust Inc Common Stock,$1.32,-0.03,-2.222%,55976419.00,United States,2003,393351,Real Estate,Real Estate Investment Trusts,/market-activity/stocks/aht
AHT^D,Ashford Hospitality Trust Inc 8.45% Series D Cumulative Preferred Stock,$14.905,-0.275,-1.812%,,United States,,682,,,/market-activity/stocks/aht^d
AHT^F,Ashford Hospitality Trust Inc 7.375% Series F Cumulative Preferred Stock,$13.00,-0.10,-0.763%,,United States,,1311,,,/market-activity/stocks/aht^f
AHT^G,Ashford Hospitality Trust Inc 7.375% Series G Cumulative Preferred Stock,$16.38,-0.24,-1.444%,,United States,,2832,,,/market-activity/stocks/aht^g
AHT^H,Ashford Hospitality Trust Inc 7.50% Series H Cumulative Preferred Stock,$13.02,0.13,1.009%,,United States,,405,,,/market-activity/stocks/aht^h
AHT^I,Ashford Hospitality Trust Inc 7.50% Series I Cumulative Preferred Stock,$12.83,-0.12,-0.927%,,United States,,2330,,,/market-activity/stocks/aht^i
AI,C3.ai Inc. Class A Common Stock,$26.59,0.34,1.295%,3245277353.00,United States,2020,5448354,Technology,Computer Software: Prepackaged Software,/market-activity/stocks/ai
AIF,Apollo Tactical Income Fund Inc. Common Stock,$14.76,0.09,0.613%,0.00,,2013,110422,Finance,Finance Companies,/market-activity/stocks/aif
AIG,American International Group Inc. New Common Stock,$78.90,-0.54,-0.68%,52363405910.00,United States,,2911341,Finance,Life Insurance,/market-activity/stocks/aig
AIH,Aesthetic Medical International Holdings Group Ltd. American Depositary Shares,$0.4991,-0.0002,-0.04%,23850971.00,China,2019,10526,Health Care,Medical Specialities,/market-activity/stocks/aih
AIHS,Senmiao Technology Limited Common Stock,$0.855,0.07,8.917%,8180674.00,China,2018,27229,Finance,Finance: Consumer Services,/market-activity/stocks/aihs
AILE,iLearningEngines Inc. Common Stock,$7.09,-0.31,-4.189%,58170118.00,United States,2021,72238,Technology,Computer Software: Prepackaged Software,/market-activity/stocks/aile
AILEW,iLearningEngines Inc. Warrant,$0.4599,-0.0007,-0.152%,3773263.00,United States,2021,46239,Technology,Computer Software: Prepackaged Software,/market-activity/stocks/ailew
AIM,AIM ImmunoTech Inc. Common Stock,$0.3996,0.0152,3.954%,19940510.00,United States,1997,177916,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),/market-activity/stocks/aim
AIMAU,Aimfinity Investment Corp. I Unit,$11.22,-0.17,-1.493%,0.00,United States,2022,321,Finance,Blank Checks,/market-activity/stocks/aimau
AIMD,Ainos Inc. Common Stock,$1.035,-0.005,-0.481%,6504251.00,United States,,17897,Health Care,Biotechnology: Pharmaceutical Preparations,/market-activity/stocks/aimd
AIMDW,Ainos Inc. Warrants,$0.0406,-0.0156,-27.758%,255143.00,United States,,1302,Health Care,Biotechnology: Pharmaceutical Preparations,/market-activity/stocks/aimdw
AIN,Albany International Corporation Common Stock,$90.91,0.11,0.121%,2836392000.00,United States,,107779,Consumer Discretionary,Textiles,/market-activity/stocks/ain
AINC,Ashford Inc. (Holding Company) Common Stock,$4.81,-0.02,-0.414%,16500705.00,United States,2014,4263,Consumer Discretionary,Professional Services,/market-activity/stocks/ainc
AIO,Virtus Artificial Intelligence & Technology Opportunities Fund Common Shares of Beneficial Interest,$20.08,0.11,0.551%,689566718.00,,2019,84893,Finance,Finance/Investors Services,/market-activity/stocks/aio
AIP,Arteris Inc. Common Stock,$8.21,-0.16,-1.912%,315913592.00,United States,2021,388040,Technology,Semiconductors,/market-activity/stocks/aip
AIR,AAR Corp. Common Stock,$71.95,-0.15,-0.208%,2548976679.00,United States,,140824,Industrials,Aerospace,/market-activity/stocks/air
AIRC,Apartment Income REIT Corp. Common Stock,$38.64,-0.05,-0.129%,5606827099.00,United States,2020,4701192,Real Estate,Real Estate Investment Trusts,/market-activity/stocks/airc
AIRE,reAlpha Tech Corp. Common Stock,$1.07,0.05,4.902%,47210637.00,United States,,954602,Finance,Real Estate,/market-activity/stocks/aire
AIRG,Airgain Inc. Common Stock,$5.21,0.06,1.165%,56150389.00,United States,2016,11856,Technology,Radio And Television Broadcasting And Communications Equipment,/market-activity/stocks/airg
AIRI,Air Industries Group Common Stock,$6.79,-0.32,-4.501%,22511349.00,United States,,32495,Industrials,Military/Government/Technical,/market-activity/stocks/airi
AIRJ,Montana Technologies Corporation Class A Common Stock,$12.50,0.08,0.644%,672792650.00,United States,2022,27829,Finance,Blank Checks,/market-activity/stocks/airj
AIRJW,Montana Technologies Corporation Warrant,$0.7698,-0.0302,-3.775%,41433263.00,United States,2022,7573,Finance,Blank Checks,/market-activity/stocks/airjw
AIRS,AirSculpt Technologies Inc. Common Stock,$4.46,-0.10,-2.193%,256761986.00,United States,2021,34889,Health Care,Medical/Nursing Services,/market-activity/stocks/airs
AIRT,Air T Inc. Common Stock,$23.71,-1.77,-6.947%,66897860.00,United States,,47090,Consumer Discretionary,Air Freight/Delivery Services,/market-activity/stocks/airt
AIRTP,Air T Inc. Air T Funding Alpha Income Trust Preferred Securities,$17.0857,-0.0643,-0.375%,48207371.00,United States,,676,Consumer Discretionary,Air Freight/Delivery Services,/market-activity/stocks/airtp
AISP,Airship AI Holdings Inc. Class A Common Stock,$5.34,-0.69,-11.443%,122029936.00,United States,2021,735325,Technology,Computer Software: Prepackaged Software,/market-activity/stocks/aisp
AISPW,Airship AI Holdings Inc. Warrants,$0.468,-0.032,-6.40%,10694758.00,United States,2021,139058,Technology,Computer Software: Prepackaged Software,/market-activity/stocks/aispw
AIT,Applied Industrial Technologies Inc. Common Stock,$199.78,4.06,2.074%,7712030824.00,United States,,157015,Consumer Discretionary,Industrial Specialties,/market-activity/stocks/ait
AITR,AI TRANSPORTATION ACQUISITION CORP Ordinary shares,$10.33,0.00,0.00%,0.00,United States,2024,799,,,/market-activity/stocks/aitr
AITRU,AI TRANSPORTATION ACQUISITION CORP Unit,$10.43,0.00,0.00%,0.00,United States,2023,1,,,/market-activity/stocks/aitru
AIU,Meta Data Limited ADS,$0.50,-0.005,-0.99%,38487081.00,,2018,12533,Real Estate,Other Consumer Services,/market-activity/stocks/aiu
AIV,Apartment Investment and Management Company Common Stock,$8.29,0.12,1.469%,1200616866.00,United States,1994,559012,Real Estate,Real Estate Investment Trusts,/market-activity/stocks/aiv
AIXI,XIAO-I Corporation American Depositary Shares,$1.05,0.00,0.00%,75649115.00,China,2023,134474,Technology,Computer Software: Prepackaged Software,/market-activity/stocks/aixi
AIZ,Assurant Inc. Common Stock,$175.47,-1.86,-1.049%,9121949028.00,United States,2004,375635,Finance,Specialty Insurers,/market-activity/stocks/aiz
AIZN,Assurant Inc. 5.25% Subordinated Notes due 2061,$20.91,0.055,0.264%,1087023162.00,United States,2020,42801,Finance,Property-Casualty Insurers,/market-activity/stocks/aizn
AJG,Arthur J. Gallagher & Co. Common Stock,$251.78,1.06,0.423%,55013930000.00,United States,,643133,Finance,Specialty Insurers,/market-activity/stocks/ajg
AJX,Great Ajax Corp. Common Stock,$3.65,0.10,2.817%,134987826.00,United States,2015,116590,Real Estate,Real Estate Investment Trusts,/market-activity/stocks/ajx
AKA,a.k.a. Brands Holding Corp. Common Stock,$29.50,0.50,1.724%,309303665.00,,2021,11801,Consumer Discretionary,Catalog/Specialty Distribution,/market-activity/stocks/aka
AKAM,Akamai Technologies Inc. Common Stock,$95.98,2.85,3.06%,14619342277.00,United States,1999,2302965,Consumer Discretionary,Business Services,/market-activity/stocks/akam
AKAN,Akanda Corp. Common Shares,$0.104,0.016,18.182%,585343.00,United Kingdom,2022,15531415,Health Care, Medicinal Chemicals and Botanical Products ,/market-activity/stocks/akan
AKBA,Akebia Therapeutics Inc. Common Stock,$1.18,-0.05,-4.065%,247323726.00,United States,2014,3624771,Health Care,Biotechnology: Pharmaceutical Preparations,/market-activity/stocks/akba
AKLI,Akili Inc. Common Stock,$0.4327,-0.013,-2.917%,33971200.00,United States,2021,175907,Health Care,Medical/Dental Instruments,/market-activity/stocks/akli
AKO/A,Embotelladora Andina S.A.,$14.52,-0.25,-1.693%,,Chile,,720,,,/market-activity/stocks/ako/a
AKO/B,Embotelladora Andina S.A.,$19.15,0.22,1.162%,,Chile,,8275,,,/market-activity/stocks/ako/b
AKR,Acadia Realty Trust Common Stock,$17.31,0.00,0.00%,1786071211.00,United States,,600430,Real Estate,Real Estate Investment Trusts,/market-activity/stocks/akr
AKRO,Akero Therapeutics Inc. Common Stock,$21.07,0.77,3.793%,1457011717.00,United States,2019,520273,Health Care,Biotechnology: Pharmaceutical Preparations,/market-activity/stocks/akro
AKTS,Akoustis Technologies Inc. Common Stock,$0.4164,-0.0236,-5.364%,41085889.00,United States,,846865,Utilities,Telecommunications Equipment,/market-activity/stocks/akts
